1    78   464   720   871   919   879   718   459   79   0
290  368  748   1013  1165  1215  1163  1011  753   367  289
530  609  990   1250  1402  1450  1393  1240  990   609  530
666  746  1126  1383  1530  1588  1522  1361  1117  739  660
700  781  1162  1423  1578  1632  1572  1410  1151  768  689
648  729  1106  1366  1521  1576  1523  1358  1092  705  625
499  577  957   1209  1364  1416  1363  1201  937   553  474
249  327  706   959   1110  1157  1106  948   683   305  227
-87  -2   378   634   783   828   771   614   357   -25  -92
