! Position	 0 Degree		90 Degree 		180 Degree 		270 Degree
0				0				0				0				0
0.25			0.1340			0.136 			0.136 			0.139 
0.50			0.2490			0.251 			0.251 			0.252 
0.75			0.3470			0.348 			0.348 			0.349 
1.00			0.4290			0.4305			0.430 			0.4315
1.25			0.497			0.498 			0.4985			0.499 
1.50			0.5515			0.5525			0.5530			0.5535
1.75			0.5935			0.594			0.5945			0.595 
2.00			0.6230			0.6235			0.6245			0.625 
2.25			0.6415			0.642 			0.6425			0.642 



